Judul,Tanggal,Link,Berita,Label
Anak Selebgram Malang yang Diduga Dianiaya Pengasuhnya Alami Trauma Berat,"30/03/2024, 16:16 ",http://regional.kompas.com/read/2024/03/30/161628378/anak-selebgram-malang-yang-diduga-dianiaya-pengasuhnya-alami-trauma-berat,"Anak Selebgram Malang yang Diduga Dianiaya Pengasuhnya Alami Trauma Berat. Anak perempuan berinisial JAP (3,5) yang diduga menjadi korban penganiayaan pengasuhnya di Kota Malang, Jawa Timur mengalami trauma berat. Anak yang saat ini tengah dirawat di Rumah Sakit Saiful Anwar (RSSA) Malang tersebut kerap kali mengigau ketakutan saat tidur. Hal itu diungkapkan oleh ibu korban Emy Aghnia Punjabi. ""Jadi pas tidur, lima kali dia mengigau, mengigau ketakutan, setelah saya sadarkan ini saya, baru tersadar lagi, mengigau lagi, saya sadarkan lagi, baru tidur lagi, trauma berat,"" ujarnya, Sabtu (30/3/2024). Aghnia mengatakan, sebagai seorang ibu, dirinya merasa terpukul dengan kejadian yang ada. ""Saya sebagai seorang ibu merasa terpukul, mungkin banyak sebagian orang menyalahkan saya kenapa harus menggunakan suster dan lain sebagainya, yang tahu kehidupan saya, saya sendiri, jadi kebutuhan orang masing-masing berbeda-beda,"" katanya. Aghnia sangat berharap pelaku dapat dihukum seberat-beratnya, dan tidak ingin kasus ini menimpanya kembali. Sebab, kejadian ini merupakan kali kedua."" Dulu beda suster, waktu anak saya umur satu tahun, pernah ada kekerasan, tapi tidak saya laporkan ke polisi, saya maafkan, untuk saat ini saya tidak bisa, saya melapor ke pihak yang berwajib, karena ini anak,"" katanya.",Pengasuh
"Kesaksian Tetangga Soal Ayah yang Siksa Anak Kandung di Bogor, Putrinya Dipukuli kalau Kurang Setoran Mengamen","05/02/2024, 16:51 ",http://megapolitan.kompas.com/read/2024/02/05/16515821/kesaksian-tetangga-soal-ayah-yang-siksa-anak-kandung-di-bogor-putrinya,"Kesaksian Tetangga Soal Ayah yang Siksa Anak Kandung di Bogor, Putrinya Dipukuli kalau Kurang Setoran Mengamen. Seorang ayah di Parung, Bogor, tega menyiksa putri kandungnya sendiri, N (7) hingga mengalami luka lebam di area lengan, pundak, dan punggung.Menurut kesaksian tetangga, N diduga dipaksa mengamen sampai tengah malam. N akan dipukuli setiap kali kurang setoran pada ayahnya.""Dipukuli pakai hanger yang luarnya kabel. Itu pada memar semua sebadan-badan,"" ujar tetangga N bernama Darmi dilansir dari TribunJakarta.com, Minggu (4/2/2024). Darmi mengatakan, N diperlakukan bak mesin uang bagi ayahnya sendiri. N bahkan dipaksa mengamen hingga pukul 01.00 WIB dini hari. ""Makanya sekolahnya juga terhambat. Ngamen-nya daerah Ciseeng, Parung. Ngamen-nya sama ibunya, ibu tiri,"" kata Darmi. Saat mengamen, ujar Darmi, N selalu diawasi oleh ibu tirinya. Anak-anak dari ibu tiri N juga ikut mengamen. ""Anaknya ada dua. Umur 2,5 tahun, satu laginya orok (masih bayi). Nah, ngamen itu semuanya dibawa cuma 'kan kalau N mah anak tiri,"" tambahnya. Darmi tidak mengetahui secara pasti kapan N mulai mengalami kekerasan. Ia memastikan bahwa N dulunya tinggal di luar Bogor bersama ibu kandungnya.Beberapa bulan lalu, N dibawa ke Parung, Bogor, oleh ayah kandungnya dan tinggal bersama ibu tirinya. ""Kalau dianya ngontrak sudah lama. Anaknya ini datang ke sini sekitar enam bulanan pas masuk kelas 1 SD (sekolah dasar) saja,"" katanya. Sedangkan istri Ketua RT, Tri Rahayu mengatakan ayah N sehari-hari bekerja sebagai tukang bangunan. Ayah N dikenal sebagai pribadi yang pendiam. ""Tapi siapa yang tahu kalau di rumahnya terjadi hal seperti ini,"" ujar Tri Rahayu atau yang akrab disapa Ayu. Menurut Ayu, kekerasan yang dialami oleh N sudah berlangsung lama, namun baru dilaporkan ke polisi pada Sabtu (3/2/2024) siang.Polisi menetapkan ayah kandung pelaku kekerasan kepada putrinya di Cogreg, Kecamatan Parung, Kabupaten Bogor, sebagai tersangka. Sudah (ditetapkan menjadi tersangka), ucap Kasat Reserse Kriminal Kepolisian Resor (Polres) Bogor, AKP Teguh Kumara saat dihubungi  Senin (5/2/2024).",Keluarga
Polisi Sita Alat yang Dipakai Ayah di Bogor untuk Pukul Anak Kandungnya,"05/02/2024, 10:30 ",http://megapolitan.kompas.com/read/2024/02/05/10303521/polisi-sita-alat-yang-dipakai-ayah-di-bogor-untuk-pukul-anak-kandungnya,"Polisi Sita Alat yang Dipakai Ayah di Bogor untuk Pukul Anak Kandungnya. Polisi telah mengantongi tiga alat bukti yang cukup untuk menetapkan ayah kandung yang melakukan kekerasan terhadap putrinya di Kecamatan Parung, Kabupaten Bogor, sebagai tersangka. Tim kepolisian sudah memintai keterangan para saksi.  Selain itu, Polisi telah mendapatkan hasil visum dan benda yang digunakan pelaku untuk menjadi alat bukti kasus kekerasan terhadap anak. Alat bukti dari keterangan para saksi, hasil visum, alat yang digunakan untuk memukul, ucap Kasat Reskrim Polres Bogor, AKP Teguh Kumara saat dihubungi,  Senin (5/2/2024). Teguh mengatakan, pelaku disangkakan dengan Pasal 80 UU 35 Tahun 2014. Ia terancam hukuman penjara selama 5 tahun. Seorang bocah berinisial N (7) diduga disiksa orangtuanya di wilayah Cogreg, Kecamatan Parung, Kabupaten Bogor. Dalam video yang beredar, tubuh bocah itu terlihat mengalami luka lebam bekas pukulan di area lengan, pundak dan punggung. Tidak hanya itu, korban juga diduga dipaksa mengamen sampai tengah malam. ""Astagfirullah, eh aing mah,"" kata seorang perempuan dalam video yang viral di media sosial tersebut. Dalam video tersebut juga terdengar suara wanita bicara itu tak tega menahan tangis ketika melihat kondisi luka si anak.",Keluarga
Ayah Kandung yang Lakukan Kekerasan pada Anaknya di Bogor Jadi Tersangka,"05/02/2024, 10:02 ",http://megapolitan.kompas.com/read/2024/02/05/10024061/ayah-kandung-yang-lakukan-kekerasan-pada-anaknya-di-bogor-jadi-tersangka,"Ayah Kandung yang Lakukan Kekerasan pada Anaknya di Bogor Jadi Tersangka. Polisi menetapkan ayah kandung pelaku kekerasan kepada putrinya yang berusia 7 tahun di Cogreg, Kecamatan Parung, Kabupaten Bogor, sebagai tersangka. Sudah (ditetapkan menjadi tersangka),ucap Kasat Reskrim Polres Bogor, AKP Teguh Kumara saat dihubungi  Senin (5/2/2024).  Teguh mengatakan, tersangka dikenakan Pasal 80 UU 35 Tahun 2014. Pelaku mendapat ancaman hukuman penjara selama 5 tahun. Polisi telah mengantongi tiga alat bukti terkait kasus kekerasan ini. Alat bukti dari keterangan para saksi, hasil visum, alat yang digunakan untuk memukul,terang Teguh. Sebelumnya, beredar di media sosial bocah berusia 7 tahun ini berinisial N diduga mendapatkan penganiayaan dari ayahnya. Pada tubuh bocah ini terdapat luka merah lebam pada bagian punggungnya.  Bahkan, korban juga kerap disuruh mengamen hingga larut malam.",Keluarga
"Miris, Dalam 2 Pekan Ada 6 Anak di Jakarta Jadi Korban Kekerasan Orang Terdekatnya Sendiri","14/12/2023, 19:33 ",http://megapolitan.kompas.com/read/2023/12/14/19332921/miris-dalam-2-pekan-ada-6-anak-di-jakarta-jadi-korban-kekerasan-orang,"Miris, Dalam 2 Pekan Ada 6 Anak di Jakarta Jadi Korban Kekerasan Orang Terdekatnya Sendiri. Berita memilukan terhadap anak masih terus bermunculan di Jakarta. Dalam dua pekan saja, mencatat enam anak jadi korban kekerasan dari orang terdekatnya. Teranyar, seorang ayah bernama Usmanto (43), di Muara Baru, Penjaringan, Jakarta Utara, tega menganiaya anaknya hingga tewas pada Rabu (13/12/2023). Kurniawan alias Awan (11) menjadi satu dari sekian anak yang jadi korban dari kekerasan orang dewasa yang seharusnya bisa melindunginya. Awan tak sendirian, masih ada sederet anak-anak lain yang tak mendapatkan perlindungan dari orang terdekatnya. Berikut deretan anak yang jadi korban kekerasan dalam dua pekan terakhir: Usmanto menganiaya Awan dengan dengan menampar, menendang, dan membanting di sebuah gang hingga tewas pada Rabu (13/12/2023). Penganiayaan terhadap anaknya itu bermula saat Awan mengendarai sepeda di depan rumah lalu melindas kaki tetangga sampai berdarah.Hal itu membuat amarah Usmanto meledak lantaran ia dihampiri oleh orangtua anak tetangga yang ditabrak K. Usmanto akhirnya menganiaya Awan tanpa ampun. Akibat penganiayaan itu, tubuh Awan sudah berdarah dan mulutnya berbusa. Awan tidak tertolong saat dalam perjalanan ke rumah sakit. Panca Darmansyah (41) diduga membunuh keempat anak kandungnya di dalam rumah kontrakan wilayah Jagakarsa, Jakarta Selatan, secara bergilir pada Minggu (3/12/2023). Warga bersama polisi menemukan keempat anak Panca dan D dalam keadaan tewas di salah satu kamar. Keempatnya berinisial VA (6), S (4), A (3), dan As (1).Polisi menyebut, Panca membunuh keempat anaknya dengan cara membekap, baik mulut maupun hidung dari anaknya. Panca tinggal bersama jenazah anaknya selama beberapa hari sejak pembunuhan terjadi. Jasad keempat anak itu baru ditemukan Rabu (6/12/2023). Seorang balita berinisial H (3) disiksa oleh kekasih tantenya yang bernama Risqi Ariskalaki di kontrakannya di Batu Ampar, Kramatjati, Jakarta Timur.Penganiayaan tersebut sudah terjadi sejak awal November 2023. Akibatnya, tubuh korban banyak memar dan bekas luka.Diketahui, H dititipkan oleh ibunya ke SAB (17) alias tante korban. SAB adalah adik kandung ibu korban. Penganiayaan diketahui saat H muntah darah usai disiksa oleh Risqi. Tenaga medis yang memeriksa H curiga dengan pengakuan Risqi setelah melihat bekas luka di tubuh korban.",Keluarga
"Diduga Disiksa Orangtuanya, Bocah 11 Tahun Kabur dan Ditemukan di Kota Banjar dengan Tubuh Penuh Luka","23/11/2023, 10:40 ",http://regional.kompas.com/read/2023/11/23/104000278/diduga-disiksa-orangtuanya-bocah-11-tahun-kabur-dan-ditemukan-di-kota,"Diduga Disiksa Orangtuanya, Bocah 11 Tahun Kabur dan Ditemukan di Kota Banjar dengan Tubuh Penuh Luka. Bocah laki-laki berusia 11 tahun asal Pangandaran ditemukan di sebuah warung di Sukarame, Kelurahan Mekarsari, Kota Banjar, Jawa Barat dalam kondisi tubuh penuh luka. Warga kemudian membawa bocah malang tersebut ke RSUD Kota Banjar untuk mendapatkan perawatan medis. Diduga korban kerap mengalami kekerasan orangtua kandungnya sendiri. Karena tak kuat menahan sakit, bocah itu kabur dari rumah.Tubuh korban, A terlihat kurus dan lemas. Selain itu ditemukan sejumla luka memar yang diduga bekas dianiaya. Luka yang parah terlihat di bagian punggung, kepala dan kaki korban.Titin Khotimah, bibi korban mengatakan keponakannya kerap disiksa dengan cara dipukul dengan benda tumpul seperti kayu dan ditendang oleh orangtuanya. Bahkan korban pernah disiram air panas oleh ayah dan ibu kandung korban. ""Kondisinya, sangat menghkawatirkan karena terlihat banyak luka di sekujur tubuhnya. Dia (A) sempat mengaku di telapak kaki dan tangannya disiram dengan menggunakan air panas oleh ayah kandungnya,"" ujar Titin. Menurutnya, bocah 11 tahun ini memiliki saudara kembar dan sempat tinggal bersama kakek serta neneknya. Namun saat kembali tinggal bersama orangtuanya, A kerap disiksa orangtuanya sendiri karena dianggap nakal dan susah diatur. A kembali ke orangtua dan tinggal bersama saudara kembangnya setelah sang nenek meninggal dunia. ""Awalnya, A tinggal dengan neneknya. Sedangkan saudara kembarannya tinggal dengan orang tuanya,"" katanya. ""Mungkin, karena A dianggap nakal, kedua orang tua korban tak bisa menahan emosi dan menyiksa korban,"" tambah Titin",Keluarga
"Kasus Kekerasan Anak Disabilitas di Makassar Naik Sidik, Polisi Segera Tetapkan Tersangka","13/11/2023, 14:35 ",http://makassar.kompas.com/read/2023/11/13/143504178/kasus-kekerasan-anak-disabilitas-di-makassar-naik-sidik-polisi-segera,"Kasus Kekerasan Anak Disabilitas di Makassar Naik Sidik, Polisi Segera Tetapkan Tersangka. Kasus dugaan kekerasan yang menimpa seorang balita berkebutuhan khusus atau disabilitas di lingkup yayasan sekolahnya di Kota Makassar, Sulawesi Selatan (Sulsel), kini telah naik ke tahap penyidikan. Unit Perlindungan Perempuan dan Anak (PPA) Satreskrim Polrestabes Makassar tidak lama lagi bakal menentukan siapa tersangka dalam kasus tersebut. Kanit PPA Polrestabes Makassar Iptu Syahuddin Rahman mengungkapkan, naiknya tahap kasus dari penyelidikan ke penyidikan tersebut setelah pihaknya melakukan pemeriksaan beberapa saksi ahli. Setelah kita lakukan itu semua pemeriksaan, kita bisa memfaktakan. Jadi yang bisa kita faktakan adalah yang singkron dengan keterangan saksi dengan visum. Maka kasus ini kita bisa tingkatkan dari tahap penyelidikan ke tahap penyidikan,"" kata Syahuddin kepada wartawan di Mapolrestabes, Minggu (12/11/2023) kemarin. Syahuddin mengatakan, dari perjalanan kasus ini pihaknya telah melakukan pemeriksaan terhadap 10 orang saksi, termasuk saksi ahli dari Individualized Educational Program (IEP). ""Semua saksi yang telah kita periksa kurang lebih 10 orang. Terapis, termasuk pelapor, kemudian terlapor, dan terapis-terapis yang ada disekolah yayasan tersebut, itu sudah kita lakukan,"" ungkapnya. Syahuddin menyebut, dalam rangkaian proses penyelidikan yang dilakukan pihaknya dinilai lama lantaran banyaknya kendala, termasuk pemeriksaan saksi-saksi ahli, maupun korban yang sulit dimintai keterangan karena penyandang disabilitas ADHD (Gangguan pemusatan perhatian dan hiperaktivitas). Selain sulit memperoleh keterangan korban secara langsung, pihaknya juga harus meminta bantuan psikolog dari PPA pemerintah, ditambah orangtua korban yang disebut lama membawa korban guna dimintai keterangan. ""Pelapor menghadirkan (korban) baru di bulan Juni 2023, jadi laporan di bulan April baru bisa kami dapat memeriksa keterangan korban itu di tanggal 21 Juni 2023. Itu yang saya bisa jelaskan di keterlambatannya penanganan kasus ini,"" ungkapnya. Sebelumnya diberitakan, seorang anak berkebutuhan khusus atau disabilitas dikabarkan jadi korban dugaan kekerasan yang dilakukan oknum terapis sebuah yayasan tempat anak berkebutuhan khusus di Kota Makassar, Sulawesi Selatan (Sulsel).Bocah berinisial GF yang masih berusia 4 tahun itu pun dikabarkan mengalami memar-memar di bagian tubuhnya lantaran diduga mengalami aksi kekerasan.Tidak terima sang anak mendapatkan perlakuan dugaan kekerasan, FM pun melaporkan penanggung jawab yayasan tersebut ke polisi atas tudingan kekerasan terhadap anak, dengan nomor registrasi laporan STBL/783/IV/2023/POLDA SULSEL/RESTABES MKSR, pada Sabtu (15/4/2023). Ibu GF berinisial FM (26) menjelaskan bahwa sang anak diduga dianiaya dengan cara dicubit hingga digigit. Perlakuan yang diterima itu, kata FM, merupakan hukuman dari pihak yayasan. ""Itu anak saya digigit, dicubit, dilakukan kekerasan fisik yang katanya pihak penanggung jawab itu adalah sebagai punishment mereka. (Yang aniaya) Itu pihak penanggung jawab kayak kepala sekolah di sana, karena kan sampai biru-biru (memar). Anak saya itu dia terlambat bicara, kata dokter kemungkinan kena ADHD (kurang fokus dan hiperaktif),"" ucap FM saat dikonfirmasi  Senin (17/4/2023) siang.",Pengasuh
"Trauma, Bocah 7 Tahun yang Diperkosa Kakeknya di Buleleng Diungsikan ke Rumah Aman","25/08/2023, 18:29 ",http://regional.kompas.com/read/2023/08/25/182942978/trauma-bocah-7-tahun-yang-diperkosa-kakeknya-di-buleleng-diungsikan-ke,"Trauma, Bocah 7 Tahun yang Diperkosa Kakeknya di Buleleng Diungsikan ke Rumah Aman. Bocah perempuan berumur 7 tahun di Kecamatan Sawan, Kabupaten Buleleng, Provinsi Bali, yang diduga diperkosa oleh kakeknya sendiri berinisial PD (80) diungsikan di rumah aman. ""Korban kami tempatkan di tempat yang aman. Paling tidak, tidak bertemu dengan pelaku di satu tempat,"" ujar Ketua Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak Kabupaten Buleleng, Made Rico Wibawa, Jumat (25/8/2023) di Buleleng. Korban mengalami trauma dan saat ini menjalani konseling pemulihan dengan didampingi psikolog. Kami sudah berkoordinasi dengan pekerja sosial untuk dilakukan pendampingan. Korban saat ini masih trauma belum bisa menceritakan apa yang dialami secara utuh,"" imbuh dia. Penyidik Polres Buleleng masih mendalami kasus tersebut. Menurutnya, pelaku bisa disangkakan dengan Pasal 81 Undang-Undang No 23 Tahun 2002 tentang Perlindungan Anak, dengan ancaman maksimal penjara 15 tahun. Namun hukuman terhadap pelaku juga bisa diperberat hingga penjara seumur hidup. Sebab pelaku masih hubungan keluarga dengan korban. Selain itu, perbuatan pelaku menyebabkan korban menderita penyakit kelamin.""Seharusnya kan orang tua lingkungan keluarga melindungi anak. Namun ini justru anak tersebut mendapat perlakuan kekerasan seksual oleh keluarganya,"" ujarnya. Kanit IV Unit PPA Sat Reskrim Polres Buleleng, Ipda I Ketut Yulio Saputra menyampaikan, saat ini pelaku PD telah ditahan pihaknya. Sejak Selasa 22 Agustus kemarin pelaku sudah kami tangkap dan sudah kami tetapkan sebagai tersangka,"" ucapnya. Adapun hasil visum terhadap korban, diketahui korban menderita penyakit kelamin. Penyakit itu diduga timbul akibat perbuatan yang dilakukan PD. ""Hasil visum ditemukan penyakit pada alat kelamin korban yang diduga akibat perbuatan tersangka. Tersangka merupakan kakek kandung korban. Ini masih kami dalami,"" kata dia.",Keluarga
Bocah 9 Tahun Dianiaya Ibu di Sumbar karena Dianggap Malas Alami Trauma,"14/06/2023, 11:55 ",http://regional.kompas.com/read/2023/06/14/115517578/bocah-9-tahun-dianiaya-ibu-di-sumbar-karena-dianggap-malas-alami-trauma,"Bocah 9 Tahun Dianiaya Ibu di Sumbar karena Dianggap Malas Alami Trauma. B (9) pelajar sekolah dasar (SD) kelas 2 di Padang Pariaman, Sumatera Barat, alami trauma usai disiksa ibu kandung, W (37). Selain itu, korban juga kesulitan buang air kecil serta mengalami luka-luka di sekujur tubuh. ""Korban alami trauma. Sulit buang air kecil dan luka-luka di tubuhnya,"" kata Kasat Reskrim Polres Pariaman, AKP M Arvi yang dihubungi  Rabu (14/6/2023). Arvi mengatakan, korban sempat dirawat di RSUD Pariaman untuk mengobati luka fisiknya. Saat ini korban sedang proses pendampingan dari Komisi Perlindungan Anak Indonesia (KPAI). ""Sekarang sudah dibawa ke Padang oleh KPAI untuk mendapatkan healing mengatasi traumanya,"" kata Arvi. Menurut Arvi, korban saat ini kondisinya masih trauma dan takut saat bertemu dengan ibunya.",Keluarga
"Anak 4 Tahun di Banjarmasin Diduga Alami Kekerasan oleh Guru di PAUD, Orangtua Lapor Polisi","31/05/2023, 07:35 ",http://regional.kompas.com/read/2023/05/31/073503678/anak-4-tahun-di-banjarmasin-diduga-alami-kekerasan-oleh-guru-di-paud,"Anak 4 Tahun di Banjarmasin Diduga Alami Kekerasan oleh Guru di PAUD, Orangtua Lapor Polisi. Seorang anak yang masih berusia 4 tahun berinisial L di Banjarmasin, Kalimantan Selatan (Kalsel), diduga menjadi korban kekerasan oleh gurunya di sekolah Pendidikan Anak Usia Dini (PAUD). Dugaan kekerasan itu baru diketahui 3 bulan kemudian setelah L mengeluh sakit pada bagian bahunya. RA ibu L mengatakan, anaknya belakangan memang sering mengeluh sakit pada bagian bahu kirinya dan awalnya mengira hanya keseleo biasa. Dia pun membawa anaknya ke tukang urut. Namun, tukang urut malah mengatakan jika L bukan keseleo, tapi patah tulang. ""Dari kejadian di sekolah langsung saya bawa ke tukang pijat langganan saya, saya kira hanya keseleo, ternyata sendi bahu geser dan tulang selangka bahu patah,"" ujar RA, dalam keterangannya yang diterima, pada Selasa (30/5/2023) malam. Mengetahui hal tersebut, RA lantas membawa anaknya ke rumah sakit untuk pemeriksaan lebih lanjut. Setelah diperiksakan, L ternyata memang mengalami pergeseran sendi bahu dan juga patah tulang selangka. Hal itu diketahui dari hasil rontgen yang dikeluarkan pihak rumah sakit di Banjarmasin.Tak terima anaknya mengalami tindak kekerasan, RA ibu L menempuh jalur hukum dan telah melapor ke Polda Kalsel. ""Kami masih menunggu pemanggilan saksi, nanti juga akan ada reka ulang, Bismillah kami serahkan ke hukum, ini kekerasan anak,"" ujar RA. Kepala Unit Perlindungan Perempuan dan Anak (PPA) Polda Kalsel, AKP Siti Rohayanti mengatakan, pihaknya sudah menerima laporan dari orangtua L. Menurut Siti, laporan tersebut kini sudah di proses dan akan segera ditindak lanjuti dengan serangkaian penyelidikan. ""Ya, masih diproses laporannya, tentu akan ditindaklanjuti atau diproses,"" pungkas Siti.",Tenaga Pendidik
