Judul,Tanggal,Link,Isi Berita,Label,
Berkas Kasus Anak di Gresik Diperkosa 4 Pemuda Dikebut Dilimpahkan ke Kejari,"Jumat, 12 Jul 2024 16:35",https://www.detik.com/jatim/hukum-dan-kriminal/d-7435895/berkas-kasus-anak-di-gresik-diperkosa-4-pemuda-dikebut-dilimpahkan-ke-kejari,"Berkas Kasus Anak di Gresik Diperkosa 4 Pemuda Dikebut Dilimpahkan ke Kejari. Berkas kasus pemerkosaan yang menimpa anak perempuan 14 tahun di Gresik sedang dikebut polisi untuk segera dilimpahkan ke kejaksaan. Polisi telah mendengarkan kesaksian salah satu pelaku yang berdalih bahwa perbuatan bejat itu dilakukan atas dasar suka sama suka dan ada penawaran uang dalam kasus itu. Kendati ada pembelaan seperti itu, polisi tetap yakin bahwa perbuatan para tersangka telah memenuhi unsur pidana. Pelaku dijerat Pasal 81 Undang-Undang nomor 17 tahun 2016 tentang Perlindungan Anak. ""Korban masih di bawah umur. Sehingga, saat pelaku menawarkan uang, hal itu masuk dalam unsur tipu daya agar korban mau menuruti permintaannya,"" tegas Kanit Perlindungan Perempuan dan Anak (PPA) Satreskrim Polres Gresik Ipda Hepi Muslih Riza, Jumat (12/7/2024).    Hepi menambahkan pihaknya saat ini bekerja cepat untuk merampungkan berkas perkara. Polisi ingin kasus ini segera dilimpahkan ke Kejari Gresik. Menurut Hepi, kasus kekerasan seksual terhadap anak di bawah umur rentan terjadi karena lemahnya pengawasan orang tua. Oleh sebab itu, Hepi berpesan agar orang tua memberi perhatian ekstra terhadap pergaulan anak-anaknya. ""Seyogyanya itu harus jadi perhatian serius bagi orang tua. Termasuk juga lingkungan sekitar tempat tinggal korban, tokoh masyarakat juga harus berperan. Supaya anak-anak kita terhindar dari pergaulan bebas,"" imbuh Hepi. Salah satu pelaku pemerkosaan berinisial MA (19) berdalih bahwa perbuatan mereka terjadi berdasarkan rasa suka sama suka. Bahkan, MA menyebut bahwa korban minta dibayar.""Korban minta dibayar Rp 50 ribu. Makanya saya kaget kasus ini diproses hukum, karena saya tidak memaksa. Ini suka sama suka,"" ucap MA berdalih.Diketahui, seorang anak perempuan berusia 14 tahun di Kecamatan Tambak, Bawean, Gresik jadi korban pemerkosaan bergilir. Korban digilir empat pelaku.Kasus pemerkosaan tersebut terjadi pada 26 Mei 2024 lalu. Korban diperkosa oleh empat pemuda yang berinisial MA (19), SN (26), ZR (19) dan AS (22). Keempatnya merupakan warga setempat juga.",Teman,
"Pria Aniaya Istri di Cilincing sampai Anak Trauma, KPAI Beri Catatan Ini","Sabtu, 24 Agu 2024 07:57",https://news.detik.com/berita/d-7505982/pria-aniaya-istri-di-cilincing-sampai-anak-trauma-kpai-beri-catatan-ini,"Pria Aniaya Istri di Cilincing sampai Anak Trauma, KPAI Beri Catatan Ini. Seorang pria berinisial IL (37) tega menganiaya istrinya, AS (33), hingga membuat anaknya mengalami trauma. Komisi Perlindungan Anak Indonesia (KPAI) mengatakan konflik orang tua akan sangat berpengaruh pada tumbuh kembang anak. ""Konflik orang tua akan sangat berpengaruh pada tumbuh kembang anak, terutama perilaku kekerasan yang anak melihat,"" kata komisioner KPI Diyah Puspitarini kepada wartawan, Jumat (23/8/2024).Diyah mengatakan anak akan mendapatkan kekerasan psikis secara tidak langsung jika melihat perilaku kekerasan orang tuanya. Hal itu, kata Diyah, akan mempengaruhi emosi hingga karakter anak di kemudian hari. ""Maka anak tersebut secara tidak langsung juga mendapatkan kekerasan psikis. Hal ini akan mempengaruhi emosi, rasionalitas, hingga karakter anak di kemudian hari,"" kata Diyah. Diyah mengatakan seharusnya anak tidak dilibatkan dalam permasalahan orang dewasa. Anak, kata Diyah, juga tidak boleh melihat orang tuanya berkonflik. ""Maka akan lebih baik anak tidak dilibatkan dalam persoalan orang dewasa, sekalipun melihat orang tuanya berkonflik,"" ujarnya. IL (37) tega menganiaya istrinya, AS (33), hingga membuat anaknya mengalami trauma. IL ternyata positif mengonsumsi narkoba. Polres Metro Jakarta Utara dan Unit Reskrim Polsek Cilincing menangkap IL pada Jumat (23/8/2024). IL ditangkap di Kalibaru, Cilincing, Jakarta Utara. ""Pelaku kekerasan dalam rumah tangga (KDRT) berinisial IL kami tangkap di Kalibaru, Cilincing, pada hari ini (Jumat, 23/8),"" kata Kapolres Metro Jakarta Utara Kombes Gidion Arif Setyawan, dilansir Antara. Penganiayaan itu terjadi pada Selasa (13/8), yang mengakibatkan korban luka-luka sampai membuat anaknya mengalami trauma. Ia menjelaskan, korban dipukul menggunakan tangan kosong dan bangku kayu mengenai kepala dan badan korban. ""Dipukul dengan tangan dan bangku kayu yang menyebabkan korban luka-luka. Anaknya pun trauma dan tak mau sekolah sampai saat ini,"" kata dia. Korban menderita luka pada kepala bagian depan dan belakang, memar di belakang, tangan, hingga kaki. Polisi memberi pengobatan ke korban .""Beberapa luka yang diderita oleh korban sudah mulai membaik, tadi juga sudah diperiksa dan diobati oleh anggota kami dari Dokkes,"" kata dia. Setelah ditangkap, IL menjalani tes urine. Hasilnya, urine pelaku kekerasan dalam rumah tangga (KDRT) itu positif mengandung zat amfetamin. ""Diperiksa urine positif mengandung narkoba jenis sabu,"" kata dia. Gidion menegaskan penangkapan pelaku IL merupakan tindak lanjut dari laporan korban KDRT. ""Setiap laporan dari warga pasti akan kami tindak lanjuti dengan cepat,"" ucapnya.",Keluarga,
"Perkosa Anak Kandung Berkali-kali, Ayah di Pati Juga Paksa Korban Suntik KB","Rabu, 10 Jul 2024 16:37",https://www.detik.com/jateng/hukum-dan-kriminal/d-7432351/perkosa-anak-kandung-berkali-kali-ayah-di-pati-juga-paksa-korban-suntik-kb,"Perkosa Anak Kandung Berkali-kali, Ayah di Pati Juga Paksa Korban Suntik KB. Polisi menangkap ayah K (49) yang memperkosa anak kandungnya sendiri berusia 18 tahun berkali-kali di Pati. Terungkap fakta tersangka menyuntik KB anaknya yang diperkosa agar tidak hamil. ""Kemudian setelah melakukan persetubuhan bapaknya langsung mengajak anaknya untuk dilakukan suntik KB ini kita cek di tempat suntik KB, dan benar dilakukan selama delapan kali,"" kata Kapolsek setempat AKP Parsa ditemui di kantornya, Rabu (10/7/2024). Parsa mengatakan kejadian pemerkosaan tersebut terungkap setelah paman korban melaporkan kejadian kepada polisi pada Minggu (30/6) lalu. Pamannya melaporkan kepada polisi jika korban diancam akan dibunuh jika tidak mau menuruti hawa nafsu bejat ayahnya sendiri. ""Bapaknya diduga melakukan pengancaman pembunuhan yang disebabkan karena itu dilakukan persetubuhan oleh ayahnya sendiri,"" jelasnya. Usai menerima laporan polisi langsung melakukan pemeriksaan kepada tersangka dan korban. Dari hasil pemeriksaan korban mengaku diperkosa ayah kandung sendiri sebanyak 10 kali sejak Maret 2023 sampai Juni 2024. ""Dari pemeriksaan korban mengaku dilakukan persetubuhan sebanyak 10 kali, kemudian hasil itu kita cek sama orang tuanya, bapaknya sendiri dengan dibuktikan hasil keterangan dari korban bahwa setelah melakukan perbuatan persetubuhan dilakukan di hotel,"" jelasnya. Dia mengatakan usai melakukan persetubuhan tersangka mengajak korban untuk suntik KB agar tidak hamil. Kepada petugas kesehatan, dia berbohong dengan mengatakan anaknya itu baru menikah, dan suaminya di luar kota. ""Untuk mengelabui petugas kesehatan, tersangka bilang jika anaknya baru menikah dan suaminya di luar kota,"" terang dia. Polisi mengamankan sejumlah barang bukti, termasuk daftar suntik KB. Tersangka saat ini telah diamankan di rutan Mapolresta Pati. ""Barang bukti diamankan daftar suntik KB, kemudian baju korban, termasuk telepon seluler pelaku diamankan polisi,"" pungkas dia.",Keluarga,
Ayah di Jombang Tega Perkosa Anak Tiri Sejak SD hingga Lulus SMK,"Selasa, 09 Jul 2024 23:42",https://www.detik.com/jatim/hukum-dan-kriminal/d-7431172/ayah-di-jombang-tega-perkosa-anak-tiri-sejak-sd-hingga-lulus-smk,"Ayah di Jombang Tega Perkosa Anak Tiri Sejak SD hingga Lulus SMK. SND (50), seorang perajin sangkar burung di Jombang terpaksa berurusan dengan polisi karena memperkosa anak tirinya sejak duduk di bangku SD. Aksi bejatnya terbongkar setelah digerebek warga dan diserahkan ke polisi.Sekretaris desa setempat, ISW menjelaskan, kasus ini terbongkar berkat keberanian korban mengadu ke pemerintah desa pada Sabtu (6/7). Kabar SND menodai putri tirinya pun cepat menyebar ke telinga warga setempat.Puncaknya terjadi pada Minggu (7/7) sekitar pukul 22.30 WIB. Warga yang sudah geram, menggerebek SND yang saat itu berada di rumah istrinya atau ibu kandung korban di Kecamatan Kabuh. ""Minggu malam, pamannya ngabari kalau korban baru disetubuhi lagi oleh pelaku. Langsung digerebek masyarakat,"" jelasnya kepada wartawan, Selasa (9/7/2024). Melihat massa yang beringas, lanjut ISW, pihaknya menghubungi Polsek Kabuh. Polisi yang bergerak cepat ke lokasi berhasil mengamankan SND dari amukan warga. ISW menuturkan, ibu kandung korban menikah siri dengan SND karena suaminya meninggal dunia. Namun, ibu korban menjadi istri kedua pelaku. Kala itu, korban masih duduk di bangku kelas 6 SD yang usianya sekitar 13 tahun. Sehari-hari, ibu korban menjadi buruh tani. Sedangkan SND perajin sangkar ayam berbahan bambu. Sejak kelas 6 SD korban dicabuli dan disetubuhi ayah tirinya. Saat ini, gadis berusia 18 tahun itu sudah tamat SMK dan bekerja. ""Awal-awal korban masih kecil pakai ancaman. Awalnya ibunya tidak tahu, tapi belakangan tahu, mungkin ibunya takut, maksudnya juga ada ancaman. Mohon maaf karena SDM-nya kurang, takut ditinggal tulang punggung keluarga,"" ungkapnya.Kapolsek Kabuh AKP Qoyum Mahmud membenarkan SND digerebek warga. Namun, pihaknya berhasil mengamankan pelaku dari amukan massa. Selanjutnya, kasus ini dilimpahkan ke Unit PPA Satreskrim Polres Jombang. ""Malam itu juga semua semua sudah kami limpahkan ke Polres Jombang,"" jelasnya. Qoyum juga membenarkan korban dicabuli dan disetubuhi ayah tirinya sejak kelas 6 SD. Beruntung gadis yang kini berusia 18 tahun itu tak sampai hamil anak SND. ""Persetubuhan terjadi berkali-kali sejak korban kelas 6 SD sampai lulus SMK. Korban saat ini usia 18 tahun, tidak hamil,"" tandasnya.",Keluarga,
Tragisnya Kondisi Anak di Pati Usai Diperkosa Ayah Kandung Berkali-kali,"Selasa, 09 Jul 2024 17:17",https://www.detik.com/jateng/hukum-dan-kriminal/d-7430753/tragisnya-kondisi-anak-di-pati-usai-diperkosa-ayah-kandung-berkali-kali,"Tragisnya Kondisi Anak di Pati Usai Diperkosa Ayah Kandung Berkali-kali. Pria berinisial K (49) warga Kabupaten Pati ditangkap polisi karena berkali-kali memperkosa putri kandungnya yang berusia 18 tahun. Dinas Sosial Pemberdayaan Perempuan Perlindungan Anak dan Keluarga Berencana (Dinsos P3AKB) Pati mengungkap tragisnya kondisi korban yang kini depresi.Tenaga Profesional Psikis UPTD Perlindungan Perempuan dan Anak pada Dinas Sosial Pemberdayaan Perempuan Perlindungan Anak dan Keluarga Berencana, Dita Nur Lita Sari mengatakan pihaknya sedang memberikan pendampingan kepada korban."" Kami dapat laporan dari Polres untuk melakukan pendampingan korban diduga pelecehan seksual yang pelakunya itu bapak kandungnya. Tugas saya mendampingi secara psikologis korban, apakah ada gimana, perkembangannya dia, bagaimana keadaan dia (korban),"" kata Dita saat ditemui di kantornya, Selasa (9/7/2024). Dita menyebut korban saat ini terindikasi depresi. Menurut dia, korban berteriak histeris hingga menangis saat bertemu dengan orang baru terutama laki-laki. ""Kondisi kemarin dia memang ada indikasi depresi. Dia itu histeris ketika ketemu dengan orang baru terutama laki-laki. Jadi kami kemarin diminta untuk mendampingi karena dia tidak berinteraksi selain dengan orang perempuan. Jadi ketika ketemu orang baru itu laki-laki dia itu histeris dan nangis-nangis,"" ungkapnya. Dita mengatakan pihaknya juga akan memberikan pendampingan kepada ibu korban atau istri tersangka. ""Karena korban tidak hanya anaknya ya. Jadi ibunya juga sebenarnya (korban) karena diduga itu kan ayah kandungnya yang melakukan pelecehan,"" ujar dia. ""Ke depan kita rencana melakukan pendampingan secara psikologis, penguatan ke anak dan ibunya, karena mengikuti proses hukum itu kan proses panjang dan berat. Dengan kondisi anak seperti ini kita perlu menguatkan, memberikan support system ke anak dan ibunya,"" sambung Dita. Dita menambahkan korban sering mendapatkan ancaman dari bapaknya. Hal itu membuat korban mengalami depresi. ""Anak ini sering mendapatkan ancaman dari bapaknya, menurut penuturan anaknya seperti itu. Pendampingan sesuai dari Polres mintanya bagaimana. Karena Polres yang menangani. Kita menunggu arahan dari Polres,"" pungkasnya. Diberitakan sebelumnya, ayah berinisial K (49) warga Pati, diamankan polisi karena memperkosa anak kandungnya berusia 18 tahun. Tersangka mengancam akan membunuh korban jika tidak mau memenuhi hawa nafsunya. ""Iya pelaku sudah diamankan polisi. Peristiwa dugaan persetubuhan anak oleh ayah kandung sendiri,"" kata Kasat Reskrim Polresta Pati Kompol M Alfan Armin dalam keterangan tertulis yang diterima detikJateng, Selasa (9/7/2024). Alfan mengatakan pemerkosaan dilakukan ayah kepada anak kandungnya mulai Maret 2023 hingga Juni 2024. Kasus terungkap, setelah korban bercerita kepada pamannya. ""Korban disetubuhi tersangka berkali-kali di hotel dan di rumah dari Maret 2023 (saat korban berusia 17 tahun) sampai dengan bulan Juni 2024,"" jelas Alfan. ""Sampai korban bercerita ke salah satu paman korban dan paman korban kemudian melaporkan kejadian tersebut ke Polsek Kayen awal Juli 2024 ini,"" imbuh Alfan. Menurut Alfan, tersangka mengajak korban pergi berjualan dengan mengendarai mobil. Lalu tersangka mengajak korban ke hotel di wilayah Pati. ""Korban menolak dan mengatakan akan melaporkan ke pamannya, namun tersangka mengancam korban apabila korban melapor ke pamannya, maka korban akan dibunuh. Ibunya atau bapak akan bercerai dan korban tidak punya orang tua lagi. Kemudian korban disetubuhi oleh tersangka,"" terang Alfan. Paman korban lalu melaporkan kejadian itu ke polisi. Alfan menambahkan, tersangka mengakui perbuatannya telah memperkosa korban berkali-kali.Kini tersangka sudah ditahan di Rutan Mapolresta Pati. ""Yang disangkakan Pasal 81 ayat 1 dan ayat 3 UU No. 17 Tahun 2016 Tentang Penetapan Perpu No 1 Tahun 2016 Tentang Perubahan Kedua Atas UU No. 23 Tahun 2002 Tentang Perlindungan Anak, dgn ancaman hukuman penjara maksimal 15 tahun,"" kata Alfan. ""Barang bukti yang diamankan berupa pakaian korban dan telepon seluler milik tersangka,"" pungkasnya.",Keluarga,
"Modus Survei, Oknum Pegawai Leasing Cabuli Anak Debitur di Sukabumi","Kamis, 07 Mar 2024 18:40",https://www.detik.com/jabar/hukum-dan-kriminal/d-7230674/modus-survei-oknum-pegawai-leasing-cabuli-anak-debitur-di-sukabumi,"Modus Survei, Oknum Pegawai Leasing Cabuli Anak Debitur di Sukabumi. Seorang anak perempuan berusia 13 tahun asal Gunungguruh, Kabupaten Sukabumi diduga menjadi korban pencabulan hingga percobaan pemerkosaan. Perbuatan tak senonoh itu diduga dilakukan oleh seorang pegawai leasing saat mendatangi rumah korban. Berdasarkan informasi yang dihimpun, peristiwa itu terjadi pada 27 Februari 2024 lalu. Korban menceritakan pengalaman buruknya kepada orang tua dan kakaknya.Kakak korban berinisial FA (31) menceritakan awal mula peristiwa dugaan pencabulan hingga percobaan pemerkosaan itu terjadi pada adiknya. Dia mengatakan, mulanya sang ayah mengambil motor kredit di salah satu perusahaan leasing. Kemudian pada 23 Februari 2024, motor tersebut diantarkan oleh pegawai leasing ke rumahnya. Selang empat hari kemudian, tepat pada 27 Februari 2024 tiba-tiba datang seorang pegawai leasing ke rumah. ""Saurna bade survei kadua, survei kadua dalam rangka naon kitu kan motor tos dongkap, survei naon deui kitu, saya oge teu pati kaharti (katanya mau survei kedua, survei kedua dalam rangka apa kan motor sudah datang, survei apalagi gitu, saya juga tidak mengerti),"" kata FA. Lebih lanjut, korban ternyata sendiri di dalam rumah. Sedangkan orang tuanya sedang bekerja. Berdasarkan penuturan korban kepada kakaknya, pegawai leasing itu beberapa kali melakukan pencabulan hingga percobaan pemerkosaan. ""Berhubung di rumah ayana ngan ukur rai wungkul isteri nyalira nyaeta percobaan pemerkosaan tea. Teu lami aya rai anu pameget pulang asa kagareuwahkeun, ereun langsung pulang. Langsung rai teh wartos ka ibu ka bapak (berhubung di rumah hanya ada adik perempuan sendiri ya itu percobaan pemerkosaan. Nggak lama ada adik laki-laki saya pulang lalu kepergok, berhenti langsung pulang. Langsung adik cerita ke ibu ke bapak),"" ujarnya. FA mengatakan, saat itu juga mereka langsung membuat laporan ke Polres Sukabumi Kota. Usai peristiwa tersebut, adiknya menunjukkan perilaku yang berbeda sampai tak ingin masuk sekolah. ""Tah eta teh pertama-pertamana teu sakola tapi ayeuna tos biasa deui sakola terus kitu deui. (Pertama-pertamanya nggak masuk sekolah tapi sekarang sudah biasa lagi sekolah lalu gitu lagi),"" ucapnya. ""Kalau saya pribadi mah tidak faham hukum tapi yang namanya adik digitukan tidak bisa diterima. Kami mengikuti prosedur hukum yang sepantasnya aja sesuai Undang-undang yang ada. Di samping itu kan terutama ibu di luar negeri, khawatir jadi tekanan batin,"" sambungnya. Kasat Reskrim Polres Sukabumi Kota AKP Bagus Panuntun membenarkan terkait peristiwa tersebut. Dia mengatakan, saat ini pihaknya masih menunggu hasil visum korban. ""Ada (laporan) dan hari ini baru dilaksanakan visum,"" kata Bagus. Kanit PPA Sat Reskrim Polres Sukabumi Kota Ipda Yayat menambahkan, pihaknya sudah mengantongi identitas terduga pelaku yang merupakan pegawai leasing. Akan tetapi, proses hukum menunggu hasil visum korban di RSUD Sekarwangi ""Ada (laporan pencabulan) sama leasing, jadi ceritanya bapaknya lagi ngojek terus datang ke rumahnya leasing setelah itu ada anaknya. Datang keluarganya (kakak laki-lakinya) langsung cabut (kabur). Laporan cuma penanganannya belum karena kita tunggu visum dulu,"" kata Yayat. ""Terduga pelaku ada informasi tapi kita periksa dulu saksi. Hasil visum nanti dikasih tahu sama dokternya, nggak bisa ditentukan tergantung banyak atau tidaknya yang diperiksa,"" tutupnya.",Orang asing,
Pelaku Pembullyan Anak Sunan Kalijaga Divonis Hukuman Pelatihan Kerja,"Kamis, 07 Mar 2024 15:39",https://hot.detik.com/celeb/d-7230141/pelaku-pembullyan-anak-sunan-kalijaga-divonis-hukuman-pelatihan-kerja,"Pelaku Pembullyan Anak Sunan Kalijaga Divonis Hukuman Pelatihan Kerja. Pengadilan Negeri Jakarta Selatan telah memutuskan pelaku pembullyan pengacara anak Sunan Kalijaga. Putusan itu dikeluarkan pada Kamis (7/3/2024). ""Mengadili menyatakan anak M N B alias Ba*** telah terbukti secara sah dan meyakinkan telah melakukan tindak pidana kekerasan terhadap anak. Dua mengajukan pidana kepada MNB dengan pidana berupa Pelatihan Kerja selama 1 (satu) bulan di Lembaga Rehabilitasi Perlindungan Sosial Sekar Mulia Jaya Jakarta,"" bunyi putusan hakim di Pengadilan Negeri Jakarta Selatan, pada Kamis (7/3/2024).Kemudian menetapkan barang bukti video CCTV terkait kejadian bullying tersebut lewas flashdisk 16 giga. Kemudian terdakwa dibebankan biaya perkara senilai Rp 2.000. ""Tiga, menetapkan barang bukti berupa 1 (satu) unit flashdisk merk Sandisk 16 GB berisikan rekaman video CCTV. Unit flashdisk berisikan rekaman video CCTV. Empat, membebankan kepada anak untuk membayar biaya perkara sebesar Rp 2.000,"" tutup putusan itu.Sunan Kalijaga sendiri mengaku sudah puas dengan putusan itu. Ia juga tak ingin mengambil langka banding dan tak ingin pelaku tidak ditahan dan tetap bersekolah. ""Yang penting berkeadilanlah. Setelah hari ini Sean mendapatkan keadilan sudah cukuplah ya, tidak ingin banding. Kami juga meminta pelaku tidak dikeluarkan dari sekolah,"" kata Sunan Kalijaga.",Teman,
Ada Geng Basis di Balik Kekerasan Berulang Pelajar SMP di Cilacap,"Sabtu, 30 Sep 2023 08:54",https://www.detik.com/jateng/hukum-dan-kriminal/d-6957632/ada-geng-basis-di-balik-kekerasan-berulang-pelajar-smp-di-cilacap,"Ada Geng Basis di Balik Kekerasan Berulang Pelajar SMP di Cilacap. Kasus kekerasan pelajar terjadi di SMP Cimanggu, Cilacap, ternyata melibatkan geng sekolah. Ada dua video viral soal kekerasan di area SMP Cimanggu Cilacap tepatnya di halaman sekolah. Adanya geng sekolah bernama Barisan Siswa (Basis) ini terungkap dari kasus penganiayaan FF (14) yang videonya viral. Dalam video itu FF tampak dianiaya berkali-kali hingga tersungkur. Beberapa teman-temannya berusaha memisahkan justru mendapat ancaman dari pelaku agar tidak ikut campur dalam bahasa Sunda. Penganiayaan dan perundungan ini dilakukan oleh sosok siswa yang menggunakan topi. Kasus ini lalu diusut polisi. Terungkap pelaku MK (15) merupakan ketua Basis yang tidak terima dengan aksi FF yang mengaku sebagai bagian dari geng tersebut. ""Motifnya karena korban mengaku menjadi anggota kelompok Barisan Siswa (Basis). Padahal dia bukan sebagai anggota kelompok ini,"" kata Fannky saat ungkap kasus di Mapolresta Cilacap, Rabu (27/9/2023). Menurut Fannky, selain mengaku sebagai anggota Basis, korban disebut sempat menantang kelompok lain di luar sekolah. Hal ini yang diduga memicu penganiayaan tersebut.""Dia sempat menantang-nantang keluar. Akhirnya ketemulah sama ketuanya sama kelompok Barisan Siswa yang viral di video itu. Indikasinya pelaku itu merupakan ketuanya,"" ungkapnya. Dalam kasus ini polisi menetapkan MK dan WS (14) sebagai tersangka dan ditahan di tempat khusus di Polresta Cilacap. Kedua siswa ini dijerat dengan Pasal Perlindungan Anak dan Pasal 170 KUHP.Tak hanya kasus FF, video kekerasan pelajar dengan seragam yang sama kembali beredar. Polisi mengungkap video kekerasan ini juga dilakukan di lokasi yang sama dan oleh geng Basis. ""Pelakunya sama, yang bertopi inisial M (15) sama W (14), plus yang ada di video itu berinisial K (13) yang kecil. Ini dari Basis juga. Cuman di video yang ada K itu dia tidak terekam. Tapi dari pemeriksaan dia itu ikut mukulin,"" kata Kasat Reskrim Polresta Cilacap, Kompol Guntar Arif Setyoko melalui pesan singkat, Jumat (29/9). Meski begitu, menurut Guntar, ada perbedaan kasus dalam video kekerasan pelajar kedua yang viral. Dalam video kedua ini, polisi menyebut adanya perkelahian bukan perundungan dan penganiayaan seperti yang dialami FF. ""Berkelahi. Kalau (video) yang belum kepotong ada (adegan korban) mbales (membalas),"" terang Guntar.",Teman,
"Lagi! Video Kekerasan Pelajar SMP di Cilacap, Polisi Ungkap Duduk Perkaranya","Jumat, 29 Sep 2023 10:28",https://www.detik.com/jogja/berita/d-6955829/lagi-video-kekerasan-pelajar-smp-di-cilacap-polisi-ungkap-duduk-perkaranya,"Lagi! Video Kekerasan Pelajar SMP di Cilacap, Polisi Ungkap Duduk Perkaranya. Usai kasus penganiayaan yang melibatkan siswa SMP di Cilacap viral, kembali beredar aksi kekerasan pelajar. Polisi menyatakan video tersebut berada di lokasi yang sama dan sudah menangani kasus tersebut. ""Yes. Sudah kami amankan juga (kasusnya),"" kata Kasat Reskrim Polresta Cilacap Kompol Guntar Arif Setyoko saat dimintai konfirmasi wartawan. Polisi menyebut video kali ini dilakukan kakak kelas ke adik angkatannya. ""Kalau ini korban (kelas 8) nantangin adik kelas 7. (Adik) Kelas 7 ngadu ke kakak kelas,"" sambungnya. Guntar menyebut kasus dugaan perkelahian anak itu bakal ditangani sesuai dengan hukum acara peradilan anak. ""Tetap sama, sesuai hukum acara peradilan anak,"" jelasnya. Sementara itu, Guntar membenarkan lokasi dalam video kekerasan yang beredar kali ini sama dengan lokasi dalam video kekerasan pelajar sebelumnya. ""Iya lokasinya sama, (Kecamatan) Cimanggu. Kejadiannya Senin (25/9),"" terangnya. Guntar menyebut siswa yang terlibat dalam video itu juga dari sekolah yang sama dengan siswa yang terlibat dalam aksi perundungan di video sebelumnya yang jadi sorotan. ""Sudah (ditangani kasusnya). Bersamaan dengan video yang viral, video yang satu juga kita lidik sekalian,"" jelasnya. Guntar menyebut aksi kekerasan dalam video kedua atau yang baru beredar belakangan ini bukan perundungan atau penganiayaan. Sebab, menurutnya, terjadi aksi balasan dari masing-masing pihak.""Iya berkelahi. Kalo (video) yang belum kepotong ada (korban) mbales (membalas),"" ungkapnya. Sebagai informasi, potongan video yang diunggah akun @str*** di X (dulu Twitter), tampak dua anak yang terlibat perkelahian itu mengenakan seragam SMP. Dilihat detikJateng pada Jumat (29/9), lokasi video aksi kekerasan kali ini sama dengan lokasi video aksi perundungan atau penganiayaan yang terjadi di Kecamatan Cimanggu, Cilacap, yang belakangan ini jadi sorotan. ""Belum juga kasus bullying yang rame tadi reda, ini udah ada lagi kejadian di tempat yang sama. Kayaknya beda hari aja atau gimana masih kurang tau. Bener2 tingkah anak sekarang ngeri ngeri,"" tulis pemilik akun @str*** dalam keterangan video yang diunggahannya pada Rabu (27/9).Dalam video berdurasi 30 detik itu terlihat dua siswa mengenakan baju seragam putih, berdasi biru, dan celana panjang biru sedang berkelahi di sebuah lapangan. Salah satu siswa itu terlihat beberapa kali memukul ke arah punggung siswa lain. Salah satu siswa itu sempat terjatuh, kemudian ada siswa lain yang segera melerai keduanya.",Teman,
"Lagi-lagi Ada Kekerasan Murid SMP di Cilacap, Polisi Sebut Perkelahian","Jumat, 29 Sep 2023 10:13",https://www.detik.com/jateng/hukum-dan-kriminal/d-6955811/lagi-lagi-ada-kekerasan-murid-smp-di-cilacap-polisi-sebut-perkelahian,"Lagi-lagi Ada Kekerasan Murid SMP di Cilacap, Polisi Sebut Perkelahian. Setelah kasus perundungan dan penganiayaan yang melibatkan siswa SMP di Kabupaten Cilacap menjadi sorotan, kembali beredar video aksi kekerasan pelajar di lokasi yang sama. Dalam video kedua ini, polisi menyebut kasusnya bukan bullying atau perundungan. ""Berkelahi. Kalau (video) yang belum kepotong ada (adegan korban) mbales (membalas),"" kata Kasat Reskrim Polresta Cilacap Kompol Guntar Arif Setyoko saat dimintai konfirmasi oleh detikJateng via WhatsApp, Jumat (29/9/2023). Sebelumnya, Guntar mengatakan perkelahian itu melibatkan siswa kelas 8 dan kelas 7. Perkelahian satu lawan satu itu terjadi di waktu dan lokasi yang sama dengan video kasus perundungan atau penganiayaan yang beredar sebelumnya. ""Kalau ini korban (kelas 8) nantangin adik kelas 7. (Adik) Kelas 7 ngadu ke kakak kelas,"" ujar Guntar saat dihubungi wartawan, Kamis (28/9). ""Iya lokasinya sama, (Kecamatan) Cimanggu. Kejadiannya Senin (25/9),"" imbuh Guntar saat dihubungi hari ini.Guntar mengatakan, dua siswa yang berkelahi dalam video kedua ini juga berasal dari SMP yang sama dengan video kasus perundungan sebelumnya. Disebutkan pula bahwa kasus perkelahian ini juga tengah didalami oleh pihak Polresta Cilacap, berbarengan dengan kasus perundungan di video yang beredar sebelumnya. ""Sudah (ditangani). Bersamaan dengan video yang viral, video yang satu juga kita lidik sekalian,"" jelas Guntar. ""Tetap sama, sesuai hukum acara peradilan anak,"" sambungnya. Diberitakan sebelumnya, dalam potongan video berdurasi 30 detik yang diunggah akun @str*** di X (dulu Twitter), tampak dua anak mengenakan baju seragam putih, berdasi biru, dan celana panjang biru sedang berkelahi di sebuah lapangan. Lokasi video aksi kekerasan kali ini sama dengan lokasi video aksi perundungan atau penganiayaan yang terjadi di Kecamatan Cimanggu, Cilacap, yang belakangan ini jadi sorotan. ""Belum juga kasus bullying yang rame tadi reda, ini udah ada lagi kejadian di tempat yang sama. Kayaknya beda hari aja atau gimana masih kurang tau. Bener2 tingkah anak sekarang ngeri ngeri,"" tulis pemilik akun @str*** dalam keterangan video yang diunggahannya pada Rabu (27/9). Salah satu siswa itu terlihat beberapa kali memukul ke arah punggung siswa lain. Siswa yang dipukul itu sempat terjatuh, kemudian ada siswa lain yang segera melerai keduanya.",Teman,
